8690 26233
8080 7326 -267
1083 4142 769
1288 2106 -955
3881 1212 -647
3535 531 -627
45 4395 -516
1889 6290 -902
2036 1189 473
813 4240 -552
3954 1664 -749
6506 7296 6
3297 5191 339
127 3686 413
1914 2559 614
1925 8031 -494
7463 3503 -739
3304 614 824
1107 6110 421
3107 5423 -402
7838 2958 -236
5315 2163 -456
3757 6612 -414
5451 4035 -878
7720 982 -116
310 8281 773
468 1961 -637
4599 3914 45
7541 2030 221
4064 3305 840
2882 250 -724
5400 5206 -751
5162 5233 -657
1587 8475 -690
7998 2151 407
6418 1643 -202
1667 3335 972
3137 2648 -313
4127 3364 -103
56 2077 114
5837 5920 -126
8145 1119 329
7190 7431 -936
2552 3572 -389
6700 3350 -930
8270 4529 824
405 5926 -392
2819 2195 263
4460 8512 624
5024 1092 157
469 4733 -67
1940 748 731
3578 6196 40
3748 6660 341
8328 5205 -783
8210 4252 -933
8560 5465 -888
5006 8379 -537
835 2417 -407
8385 8161 -779
2717 6786 -44
8488 8303 881
4351 6829 -950
3259 7418 -154
4425 6690 -297
1000 3691 609
5593 4369 163
549 459 771
294 5814 417
4675 4128 662
8068 2003 146
6232 3446 -361
7415 4942 -965
5794 7033 294
7090 2199 577
8279 4857 659
5506 3510 -85
2671 681 87
1343 1541 640
4916 1160 301
4414 8314 203
5277 3128 300
3490 902 406
1181 2549 -894
4192 6793 364
1706 4207 -533
272 5207 424
4230 6064 -135
8275 2457 112
2055 6879 -147
334 4243 299
9 7020 -148
5220 4938 317
2856 6761 751
6867 6786 -281
6692 4116 -317
6526 1357 -300
8576 3374 -893
6003 5722 184
1251 3716 627
8082 5557 376
4949 8621 -203
7855 4738 -177
1453 8178 -858
3564 6727 -165
379 315 30
4452 2765 45
6898 4885 -347
2843 4345 726
6163 5197 140
1311 370 -808
8141 1546 -168
958 6201 322
3724 117 -211
7366 7820 -538
5639 3716 887
3920 4620 468
4839 329 -627
5400 3080 -590
189 1708 504
662 2725 536
7008 4576 654
3217 3504 623
1436 8500 -580
7011 1100 -347
8393 3789 -344
2984 3528 -26
6316 3968 708
3397 8394 106
8386 2810 509
2658 4244 984
1956 3493 -869
7829 5733 600
1969 8546 596
6147 1145 17
7869 4433 729
7280 7949 -428
5672 3417 -524
4973 4099 16
65 334 250
7319 1411 -420
4957 253 -76
652 7415 749
3884 3922 -589
6314 4308 -467
7154 4460 -431
4213 2489 522
1485 2475 -778
760 8556 408
6978 6013 801
4567 6062 -501
1311 4748 104
8268 7867 586
2827 2376 -255
8194 6480 -762
8143 4434 984
2111 757 -669
7738 5851 -781
5204 351 -111
1088 4193 214
3672 2827 486
5981 3467 888
8365 2300 327
4923 988 423
5770 5622 752
4210 2278 81
2234 879 -43
7103 3789 924
7942 3668 714
8214 3736 -675
5521 2430 76
6243 4773 731
47 3769 255
8119 3595 -34
7205 7470 57
4687 5802 -116
5460 298 189
5122 7115 369
6660 7168 -801
2297 6467 -722
3730 6126 -241
817 1989 -973
6382 3159 -2
4181 762 -895
4561 6843 774
7793 4956 406
3680 8078 -760
8683 5828 487
2854 6672 -994
4618 8143 772
7857 4574 124
3745 7453 -329
1035 2893 -630
776 822 -915
7646 4216 475
3255 2537 -630
6962 271 -377
7773 4796 -258
4570 5536 372
6387 5408 292
7743 4748 -957
3294 1262 -279
8301 3118 -304
6426 5487 831
8390 7592 -225
5515 7324 -927
797 4373 -535
3694 688 271
6430 5063 846
8304 4132 507
7678 3707 -485
1197 155 226
