18
967 1786
618 152 574
318 251 458
259 200 33
8 673 608
169 87 281
317 205 688
142 571 238
53 547 504
612 556 727
694 680 381
610 514 376
366 726 156
791 761 810
121 68 728
328 166 815
87 889 122
865 318 49
431 287 32
527 672 992
313 51 79
885 137 478
383 318 416
50 506 215
702 531 322
586 264 839
435 278 745
414 866 555
691 71 812
21 476 397
685 805 161
15 679 929
559 779 729
762 190 316
179 450 64
176 517 453
278 543 170
14 776 237
330 885 930
156 195 36
677 344 102
354 201 857
346 728 495
628 599 549
935 658 804
879 651 204
793 281 640
770 646 64
816 477 917
891 482 775
476 202 118
887 948 702
765 326 412
700 504 465
762 797 573
545 319 333
166 604 171
757 568 519
175 894 590
728 543 861
933 956 21
614 786 302
553 474 674
35 848 157
796 746 20
426 94 878
120 327 102
678 558 132
696 610 957
510 453 357
827 599 986
315 231 815
649 200 605
131 154 533
746 309 239
170 924 561
499 706 566
217 524 428
43 523 644
541 424 656
576 488 914
340 572 723
762 242 104
57 659 604
822 458 221
901 87 145
511 73 297
239 150 18
63 695 310
231 809 701
714 850 866
395 22 666
280 632 909
591 811 709
366 576 759
70 476 249
395 844 766
207 746 175
474 925 455
83 358 850
317 285 836
50 650 799
831 337 39
173 595 208
908 94 417
253 864 61
486 939 689
442 614 720
30 118 581
916 665 535
521 838 691
206 38 337
326 532 356
64 722 22
965 900 946
459 379 280
633 272 292
577 540 234
758 424 536
709 295 632
81 858 268
841 895 426
842 942 17
843 588 63
49 120 115
277 906 471
261 215 246
461 952 72
541 49 901
584 82 219
342 918 37
846 938 811
606 74 246
416 611 272
279 282 615
205 949 150
933 359 514
730 176 369
153 298 360
475 6 40
703 661 537
125 123 56
868 342 479
821 143 371
766 881 782
575 897 208
821 462 360
160 421 475
597 479 636
698 495 484
824 568 577
653 102 949
870 654 246
202 814 36
863 586 852
392 931 659
256 726 360
639 491 49
23 234 389
553 650 106
92 673 645
419 220 251
950 204 990
536 555 203
471 919 31
43 213 882
373 627 447
905 350 173
817 467 34
64 930 963
597 465 499
279 252 96
844 260 706
747 90 574
660 553 767
648 410 116
949 725 33
391 293 744
188 603 274
924 832 377
703 483 770
240 815 471
53 624 939
40 819 219
871 29 465
561 204 297
697 412 680
505 770 932
644 650 390
890 139 206
897 12 678
760 722 6
75 367 479
955 551 884
20 734 990
644 883 316
616 244 892
140 153 824
504 865 513
873 378 400
758 807 323
961 845 494
666 70 934
743 886 954
222 491 116
928 548 578
617 393 69
299 73 387
330 845 89
858 566 975
436 884 526
423 181 919
910 211 462
413 369 172
695 496 718
898 655 526
603 44 407
913 484 92
634 534 904
635 641 434
230 752 982
441 174 95
426 489 180
385 547 639
672 615 729
277 14 768
395 146 495
85 522 675
365 911 219
205 736 178
389 127 342
579 391 913
250 135 699
125 299 611
380 724 480
835 506 555
543 926 158
505 408 222
15 321 45
286 901 143
846 515 591
687 5 605
854 458 330
565 508 598
391 288 579
210 543 219
317 939 355
208 626 341
503 99 926
258 60 976
821 614 957
313 794 684
369 423 496
414 487 77
790 421 245
110 70 838
759 520 823
826 537 586
824 399 259
689 70 670
342 76 860
327 218 214
622 798 284
714 524 890
380 379 716
15 690 935
184 33 886
592 527 970
191 78 891
955 419 518
486 83 465
435 113 120
135 333 561
29 181 40
554 860 822
670 155 670
495 406 137
786 729 486
834 43 919
515 351 309
951 523 99
217 384 146
159 468 958
919 901 297
875 881 866
573 145 436
872 54 591
552 713 857
246 798 459
228 457 97
122 765 344
623 427 916
197 634 662
55 606 26
355 805 456
862 314 243
29 121 503
389 425 900
680 218 714
880 34 931
365 768 268
131 439 939
924 369 281
792 282 746
219 347 816
921 963 441
907 875 748
472 194 810
862 229 744
827 444 229
608 70 91
546 538 955
643 919 919
520 31 580
328 22 49
258 740 354
326 308 47
506 719 900
828 55 639
651 617 832
144 109 467
810 226 232
617 519 268
659 110 687
740 716 490
189 49 841
15 488 960
921 151 41
513 341 907
692 483 587
209 77 730
335 758 779
278 915 159
382 292 608
538 540 264
501 358 895
870 917 161
371 344 819
780 529 345
163 840 199
177 896 991
472 932 95
182 17 94
237 520 963
936 671 500
897 928 920
375 648 173
836 597 736
126 949 103
251 898 690
445 494 975
282 649 776
470 839 270
755 3 276
792 52 560
947 371 295
654 936 154
967 461 385
516 223 866
883 379 919
459 731 836
483 113 227
30 571 878
706 901 909
706 549 348
789 655 981
914 552 87
476 343 592
568 776 275
648 182 860
147 148 747
887 942 776
72 422 343
956 211 999
842 543 989
915 807 393
12 133 682
814 926 8
895 673 156
289 503 313
793 921 457
643 215 642
867 398 992
252 58 96
404 822 153
478 929 758
49 947 142
322 203 92
523 804 851
569 112 998
935 947 873
184 117 312
208 178 147
646 44 878
35 40 850
656 463 294
932 778 286
144 714 843
297 944 659
698 40 453
668 760 790
904 693 381
228 114 920
168 479 237
894 433 629
713 99 961
765 653 348
186 170 617
576 370 242
470 368 829
960 952 362
506 809 242
394 191 606
404 45 135
531 243 140
599 167 914
235 120 434
317 893 369
394 411 859
519 813 133
750 769 410
57 892 458
955 448 466
944 875 534
275 199 108
851 862 304
362 146 651
275 52 804
306 645 189
429 17 856
758 354 868
543 928 203
97 523 18
237 529 405
712 184 217
708 65 804
375 884 763
719 244 219
449 679 407
177 724 118
15 790 285
919 273 934
716 712 202
124 605 709
279 423 982
191 377 924
678 862 493
945 336 527
946 548 293
714 208 398
432 720 766
1 335 281
910 155 341
91 708 667
293 422 812
595 134 964
579 456 577
43 405 187
934 569 389
6 758 808
670 394 934
349 604 730
1 717 986
230 656 191
742 904 91
915 133 513
660 138 810
800 136 874
707 51 699
237 181 198
162 192 879
775 646 707
744 9 493
59 13 608
22 552 735
916 837 360
282 893 12
888 459 583
810 206 318
283 266 685
762 3 165
210 101 945
740 644 12
642 677 103
523 517 187
545 650 686
89 410 64
255 749 988
519 112 843
172 680 962
136 763 508
593 316 509
688 343 684
755 346 381
149 46 562
507 731 142
467 714 911
6 525 740
526 752 841
293 317 46
407 945 151
450 94 780
759 356 498
368 382 429
356 791 134
108 607 907
36 524 29
320 689 599
841 846 225
651 198 647
716 695 85
530 228 989
44 720 921
14 127 149
838 579 307
398 132 482
426 862 985
923 318 574
71 589 180
512 513 877
316 923 229
19 240 616
539 741 45
237 829 77
952 561 143
514 346 805
157 392 870
365 637 985
312 311 939
281 223 700
684 841 481
167 947 334
264 468 757
907 920 544
328 320 992
215 340 342
836 454 349
507 784 420
960 6 194
253 723 871
686 250 945
120 658 136
237 404 973
698 54 820
552 726 697
349 195 376
791 55 760
379 619 582
428 946 833
939 301 844
945 609 912
189 632 886
790 709 225
82 120 195
868 604 512
138 23 286
942 88 53
539 324 51
404 325 974
453 490 631
183 170 278
735 718 350
916 146 750
793 276 577
4 20 593
880 317 120
415 167 748
24 213 319
139 621 791
695 834 738
74 435 551
48 880 511
750 788 203
728 188 371
339 165 174
955 633 82
628 814 720
934 179 984
348 843 933
52 790 463
497 452 418
30 638 778
499 255 699
124 240 898
504 552 484
719 4 296
380 489 475
411 828 975
933 919 86
403 383 704
265 784 713
164 926 823
658 531 68
230 657 376
923 387 681
708 419 897
771 106 863
121 513 733
478 681 256
871 4 264
45 69 643
579 540 329
252 421 308
623 9 416
389 862 298
85 840 809
201 760 998
334 925 12
434 162 498
278 632 546
124 245 850
657 288 568
721 629 984
639 17 683
393 754 644
467 34 85
900 37 318
732 276 818
624 618 333
504 147 362
787 956 113
445 722 103
287 593 304
643 129 370
839 2 156
71 362 399
560 421 331
689 83 66
216 632 385
804 657 226
652 200 276
390 423 650
666 646 818
757 427 175
919 756 81
223 563 901
655 664 349
333 705 165
692 696 792
457 432 435
133 448 320
279 386 419
431 289 81
559 295 350
169 668 637
920 567 92
835 60 583
150 543 892
576 237 475
449 709 341
924 149 55
956 301 907
130 114 737
928 842 54
350 708 374
443 744 360
295 396 856
892 737 712
169 188 333
717 768 431
362 637 226
279 167 799
702 141 940
364 698 460
390 832 215
419 167 614
274 180 963
852 480 579
21 802 720
377 816 235
323 879 195
506 790 741
563 197 670
287 51 817
403 56 954
207 711 269
568 793 156
22 381 836
814 56 220
137 236 963
407 118 152
45 89 780
381 945 440
323 928 524
260 627 800
446 234 521
62 539 459
394 395 842
816 317 668
297 909 920
125 26 629
967 894 13
251 926 52
304 924 384
639 150 778
590 641 533
178 930 446
432 778 493
813 923 172
551 886 929
845 331 641
576 128 2
477 830 227
56 840 263
845 413 553
393 942 39
482 214 741
221 39 603
543 362 20
558 121 597
685 243 885
58 568 606
34 960 507
509 249 39
92 440 602
142 911 187
949 656 819
528 401 92
364 679 376
364 437 957
931 449 559
633 917 538
635 230 947
342 220 288
491 158 148
175 41 773
5 646 921
395 642 496
412 894 716
1 754 129
5 639 940
226 535 337
295 328 867
569 26 836
196 467 629
234 382 748
691 257 974
542 111 17
621 942 968
130 39 775
167 234 49
440 669 617
486 646 661
669 607 632
564 301 212
556 587 572
591 171 587
463 128 931
714 633 939
123 195 239
541 336 3
534 436 703
251 837 49
921 396 550
134 268 106
30 325 301
952 387 172
837 845 124
612 595 213
396 347 12
498 654 791
195 867 798
911 799 639
23 450 66
472 637 444
846 480 907
822 924 19
648 820 552
707 733 934
742 424 458
791 869 105
584 792 735
791 145 302
427 88 265
336 135 286
271 579 249
415 65 432
344 6 259
771 373 158
481 54 670
842 294 991
312 836 683
870 886 742
641 156 65
158 85 26
137 412 530
409 754 132
681 750 881
688 236 810
176 802 7
654 682 846
612 563 424
208 888 937
683 329 226
486 625 179
676 6 368
72 218 335
28 547 538
95 522 334
51 252 962
1 369 300
155 745 165
424 573 957
848 487 630
928 318 778
49 57 140
917 961 5
890 686 585
545 954 885
878 694 103
932 359 610
339 748 143
676 226 783
733 340 325
691 490 124
785 146 168
669 502 779
919 336 292
566 104 142
570 7 934
264 498 842
279 307 301
23 360 323
886 58 222
520 757 31
786 199 573
660 606 780
332 23 464
354 352 732
40 342 158
344 566 380
809 856 810
399 942 25
312 282 827
399 61 336
827 200 259
266 255 300
523 721 41
413 767 910
224 251 250
436 446 797
696 889 163
811 168 642
449 307 510
237 755 156
525 568 789
274 655 572
193 420 337
893 620 971
467 724 551
379 815 752
408 877 32
379 772 541
261 96 287
170 328 440
863 500 659
245 643 933
417 227 730
928 704 754
696 446 317
113 932 927
765 20 878
298 133 272
799 702 589
589 608 484
329 831 180
235 262 827
189 782 658
304 193 26
51 350 382
218 161 40
539 132 752
666 305 87
201 318 515
307 724 895
162 145 220
588 224 287
69 564 747
287 541 948
432 120 505
274 494 68
870 263 638
852 958 286
934 60 361
905 601 371
665 940 917
850 879 848
763 242 653
451 408 710
937 706 21
282 829 137
594 74 729
857 445 252
297 882 733
229 562 678
380 895 466
198 13 753
290 608 860
502 790 429
355 34 470
245 516 866
799 645 302
517 459 125
966 730 838
459 243 825
555 580 995
583 616 269
255 113 19
255 145 441
967 368 993
632 672 703
176 896 512
223 20 948
569 336 600
162 810 263
156 797 636
497 931 904
488 451 255
708 480 996
431 426 480
909 885 736
676 90 437
222 318 420
282 806 125
85 135 24
550 280 816
424 354 526
141 463 601
423 508 955
915 139 483
661 70 66
784 122 702
275 493 57
851 101 426
148 771 166
348 442 799
953 638 286
64 883 541
435 177 218
189 77 911
703 624 631
904 415 260
296 838 280
893 444 108
718 56 620
193 662 639
874 741 442
794 835 406
631 219 358
3 578 88
713 568 460
298 393 853
449 900 695
584 126 883
623 77 792
417 209 299
464 408 840
66 464 440
656 664 547
476 898 656
475 960 576
264 659 674
703 724 398
801 104 292
776 884 992
408 50 939
235 443 158
667 570 822
945 317 343
372 455 192
963 342 442
759 55 351
823 104 346
505 918 636
909 1726
752 67 565
781 893 207
254 297 713
600 704 468
172 592 396
390 93 892
117 217 652
452 67 530
323 13 839
905 345 857
299 658 102
692 362 723
356 869 267
20 281 878
660 796 132
26 151 928
241 890 855
773 53 626
76 803 618
369 281 234
583 570 152
827 149 906
227 465 759
223 234 166
883 193 671
599 798 837
366 631 49
472 732 743
634 466 281
583 89 290
612 447 705
437 464 998
776 50 126
737 50 363
623 708 650
346 535 818
197 830 945
311 163 225
141 124 664
897 107 951
191 308 703
340 806 772
120 390 829
166 392 936
613 869 214
612 145 810
849 644 411
512 685 600
363 551 197
423 96 119
783 646 887
389 212 550
878 52 308
241 17 87
460 639 535
570 351 53
272 552 637
610 547 558
594 651 963
642 67 777
231 503 102
465 772 910
776 299 157
143 52 988
227 64 426
502 342 68
81 851 657
85 572 385
131 31 195
429 31 204
393 719 848
86 431 335
823 718 911
481 773 895
904 775 159
662 346 714
861 541 66
754 307 596
822 155 814
522 363 84
11 794 1000
861 898 995
354 623 203
514 778 829
649 71 29
529 455 263
803 604 337
685 528 340
375 488 329
476 95 969
350 725 564
673 526 449
103 682 899
118 895 247
86 571 29
337 605 516
612 823 708
628 487 31
102 142 778
568 892 683
122 290 221
704 491 343
258 779 936
740 164 473
492 451 709
426 580 958
489 471 96
833 753 772
660 7 828
820 495 912
412 54 40
169 819 468
857 238 773
484 707 266
211 879 158
172 214 907
323 767 413
132 95 191
567 666 53
415 830 753
672 645 150
229 377 617
531 616 13
652 269 616
492 770 754
786 376 860
321 658 308
559 530 44
28 64 989
701 371 434
530 809 438
340 73 155
827 424 805
315 170 941
822 183 648
721 465 257
420 252 652
812 450 655
132 49 188
64 93 516
318 417 108
756 162 122
767 654 627
719 211 565
838 613 482
30 536 483
108 169 53
57 37 714
553 432 374
899 682 495
209 464 841
342 316 315
252 178 789
508 764 660
759 823 662
265 639 45
746 544 997
900 642 620
229 775 927
230 865 310
145 40 352
830 781 183
666 738 244
720 275 556
784 876 325
7 478 405
644 865 748
249 24 508
554 132 780
163 708 600
622 26 564
688 126 877
405 661 39
706 622 36
256 523 976
683 723 903
273 128 390
528 697 179
265 272 659
909 275 989
893 819 274
419 664 383
723 728 914
835 842 770
550 820 541
545 512 129
864 515 941
890 775 470
906 98 535
305 857 90
295 348 40
778 345 22
614 203 159
473 672 4
545 106 698
1 303 754
384 793 15
701 307 201
390 733 38
308 104 654
489 65 386
483 693 777
537 419 222
667 402 494
304 238 242
704 108 167
28 869 488
373 705 640
831 505 312
427 54 951
785 335 540
666 58 866
117 571 343
222 266 672
814 651 45
55 817 369
142 506 79
651 551 370
374 604 933
547 24 324
48 740 609
674 535 233
837 83 504
292 60 366
199 873 164
337 125 946
598 637 791
772 357 200
4 51 192
350 76 326
654 396 186
307 96 595
451 281 6
891 282 865
460 391 462
327 379 110
443 535 555
129 681 677
639 623 697
668 793 995
507 138 334
81 279 888
760 68 898
269 576 42
687 136 160
765 874 583
331 713 385
378 632 251
771 626 649
215 20 525
868 862 147
781 112 326
18 832 414
640 294 287
29 852 329
662 773 1
236 779 108
720 108 738
233 126 417
399 635 180
278 243 504
290 491 404
444 5 861
9 51 389
883 110 767
836 634 763
706 121 877
189 661 592
849 698 463
363 586 43
782 905 237
313 401 852
479 445 693
572 125 304
452 468 269
517 72 546
577 719 863
42 773 176
897 862 682
530 253 669
891 122 777
566 97 42
261 525 791
808 741 809
630 529 984
194 584 668
768 63 955
646 839 953
156 704 778
188 546 682
889 630 56
119 131 342
202 251 286
650 403 733
117 464 614
73 194 293
322 697 775
477 105 695
389 277 182
431 32 430
417 200 634
55 213 376
777 59 915
437 853 602
732 564 398
22 884 236
731 595 80
340 343 251
118 449 320
690 119 649
560 3 423
593 33 402
409 469 722
120 391 490
436 437 550
324 685 764
893 561 79
299 170 153
632 869 294
62 770 971
539 818 709
667 390 929
426 663 843
142 577 952
234 380 864
417 575 566
469 787 303
227 709 522
116 139 802
408 144 501
648 306 816
102 836 405
901 49 609
518 473 23
328 453 422
273 672 138
373 698 667
48 646 158
545 883 543
287 832 515
821 546 737
680 545 12
403 891 447
712 274 273
221 806 650
117 621 848
518 268 470
468 466 143
600 143 223
842 679 358
593 686 966
495 415 174
792 457 870
688 36 387
79 837 304
665 322 926
690 69 239
589 818 765
788 248 466
30 884 338
902 717 444
776 497 161
502 570 342
259 31 682
58 855 184
437 507 420
332 357 259
29 765 835
592 350 428
707 30 441
384 84 514
652 288 907
767 417 358
262 883 549
33 61 635
836 82 399
47 739 600
25 634 609
607 771 130
39 568 335
241 212 916
240 445 99
74 551 142
842 242 182
772 428 200
109 364 191
853 695 404
187 152 693
747 514 187
736 625 151
750 552 609
350 499 580
501 739 571
421 567 870
241 63 701
30 19 149
484 585 525
840 442 420
110 888 11
3 99 241
343 331 761
784 427 42
570 143 33
509 46 368
407 511 573
539 619 368
877 389 294
691 746 558
803 538 472
124 239 59
785 439 310
628 458 961
599 785 970
897 42 708
633 86 317
559 51 986
855 887 562
395 602 558
549 725 233
433 9 874
195 419 483
601 547 214
627 198 465
331 398 732
4 836 77
202 348 439
301 279 431
629 724 694
299 642 282
635 217 417
366 856 467
6 659 816
481 313 210
668 533 517
166 613 661
124 895 619
689 847 991
189 129 476
372 486 744
660 290 754
537 770 846
354 269 286
182 228 962
287 442 346
162 68 321
282 384 443
250 885 7
846 674 270
542 75 348
240 634 420
672 874 907
666 154 986
740 890 117
761 479 980
101 885 796
46 262 851
222 278 93
364 899 708
440 142 401
214 839 924
699 861 278
603 120 460
880 280 752
151 585 901
498 90 559
83 231 267
722 579 953
231 744 520
433 825 480
741 290 434
22 139 253
421 362 450
821 390 497
105 620 627
57 708 738
377 224 340
324 334 76
458 604 293
161 810 913
537 68 96
333 529 50
349 315 491
42 398 35
199 511 586
46 549 659
68 333 795
594 807 451
807 632 676
836 196 696
487 343 7
853 766 441
266 807 991
290 619 642
433 413 2
600 899 330
638 868 878
393 639 574
20 268 469
453 197 969
288 497 972
561 791 853
159 744 127
154 83 636
270 763 124
102 494 804
723 248 982
60 369 260
7 681 348
23 223 8
796 144 60
213 756 305
501 271 637
572 316 999
158 305 811
305 742 832
636 604 978
638 746 124
468 114 460
55 362 307
762 282 151
372 582 119
875 226 639
402 60 444
34 582 498
774 582 983
597 581 137
460 721 357
569 808 902
715 144 601
787 126 65
866 45 683
760 425 215
202 347 518
308 454 558
804 843 889
377 511 462
318 895 989
329 463 128
134 125 486
494 162 186
668 433 559
297 272 456
453 157 125
264 881 304
