871 873
562 692 -278
669 113 807
17 513 904
712 828 -643
108 776 -450
118 749 162
613 572 888
810 129 -1000
227 40 605
15 445 438
623 738 420
210 51 -523
853 616 -848
761 23 880
52 561 622
28 308 649
68 766 -10
746 648 168
735 270 -877
577 420 279
481 188 -699
160 16 434
348 757 990
589 711 174
444 691 783
765 830 746
769 595 -122
182 607 514
87 768 808
813 430 -69
537 88 965
660 825 585
764 440 -74
862 447 -506
408 428 -662
376 337 -74
198 616 -980
812 270 -358
859 28 -522
226 372 864
822 814 -109
396 480 -836
651 866 -604
374 505 694
651 415 422
801 637 -644
314 258 -332
857 744 -113
115 850 334
16 583 387
683 477 190
338 66 -36
752 138 683
448 317 -827
626 105 777
662 771 -2
696 502 -720
396 337 460
273 165 -694
2 192 611
328 332 -473
719 369 -145
818 568 -740
742 71 -490
191 422 733
503 263 852
667 34 -717
269 617 -270
849 212 -798
337 52 -115
201 304 -420
336 556 -319
324 448 196
705 275 466
458 688 630
869 733 -415
601 174 365
830 58 -412
604 92 393
610 409 -85
103 95 166
170 189 127
337 844 346
307 98 74
762 771 -837
249 598 185
317 301 -895
142 92 179
169 740 -822
863 93 916
769 540 78
523 271 646
280 574 983
738 778 -508
749 566 -490
158 5 -564
691 815 955
368 855 -293
513 433 848
603 294 494
456 748 -812
200 393 299
520 493 -234
13 117 463
771 862 360
499 524 526
457 860 -567
358 714 -294
766 164 -753
614 357 65
647 740 -323
112 446 652
47 189 -263
687 293 419
245 74 860
564 780 -364
260 793 433
810 815 -301
458 468 -40
206 302 -153
384 57 -790
480 196 -68
433 774 425
355 553 894
784 673 -8
120 487 -55
181 857 481
135 37 260
357 744 268
158 271 826
469 624 -99
513 616 91
478 440 505
382 108 995
170 869 -258
611 827 -680
171 658 -912
701 268 239
513 221 14
837 33 247
676 736 -237
56 846 200
157 834 -513
502 270 -592
475 722 -648
64 228 716
695 646 -652
401 413 464
224 375 -426
341 138 -841
564 205 -294
220 810 -174
542 837 440
771 488 676
95 373 659
577 402 325
828 415 38
530 30 -318
473 182 -243
530 425 -541
748 470 877
730 397 59
93 328 -487
102 299 344
296 849 891
697 121 651
178 151 577
323 199 -171
535 102 -71
521 312 453
249 543 2
375 812 560
790 464 542
828 261 -938
506 584 558
743 434 -108
57 118 -955
166 225 210
700 587 473
638 163 -716
94 174 -372
749 666 -854
414 377 928
672 143 -219
846 308 -13
82 718 -173
524 719 -696
502 512 -535
842 69 386
400 659 749
145 38 831
816 790 -430
657 4 165
328 359 356
114 732 424
601 400 246
314 550 172
133 837 -101
5 23 -999
723 682 -841
601 57 941
193 556 -714
259 70 -878
809 637 604
514 400 -894
593 136 932
155 702 124
26 855 -551
542 763 372
506 813 -426
462 719 710
514 272 -366
862 141 259
694 62 -638
634 389 -186
645 264 201
228 455 899
532 643 122
332 26 -806
722 281 -48
62 735 -472
671 100 907
641 245 -849
80 596 -830
751 621 24
96 140 -130
635 756 357
136 89 713
710 495 360
773 392 -843
687 859 895
75 535 -172
90 8 -835
807 567 -524
530 148 22
447 541 618
181 34 758
208 758 -947
357 209 -817
584 81 -223
18 749 -227
383 343 -665
507 253 238
240 545 652
368 849 -40
136 199 -111
408 523 -378
50 762 -947
776 14 -446
676 783 -66
738 42 -566
454 295 235
617 446 646
91 181 506
193 52 -210
472 670 -161
479 371 809
536 264 196
606 757 -999
675 589 -787
261 748 813
251 115 -809
185 738 -475
570 439 -667
494 675 641
53 320 126
71 92 -995
153 441 -983
62 251 -106
723 675 -542
227 231 463
828 573 184
485 583 -560
862 302 -97
520 22 -514
159 784 740
400 130 -82
493 491 -273
154 612 -974
167 45 724
107 241 863
820 692 -705
387 230 541
51 243 -5
458 257 753
868 842 616
555 625 -981
111 654 416
214 749 377
635 819 84
196 562 343
358 735 -156
357 556 493
505 8 -157
767 504 525
339 129 336
842 147 57
837 249 207
453 319 944
410 180 669
303 565 -97
393 501 417
647 742 904
818 484 -816
6 692 401
556 94 861
351 305 -38
361 564 -633
485 282 107
181 713 695
843 743 -637
573 30 -776
676 345 382
669 636 -709
321 686 -45
554 112 169
176 797 422
721 621 -580
602 515 158
737 166 61
715 592 246
266 828 -132
91 328 -289
526 451 636
519 560 -747
239 480 496
650 680 -949
11 330 -85
87 52 -132
538 258 -574
846 206 755
29 187 -486
82 462 608
795 310 528
134 428 816
171 429 463
501 251 -815
460 347 -281
694 836 642
830 242 -702
40 449 809
68 160 -588
839 328 714
866 310 -158
186 300 229
430 175 -625
663 255 395
801 468 627
702 88 -938
531 274 -388
713 667 891
213 443 -175
846 852 678
585 515 -211
354 68 938
727 788 -350
471 455 -138
177 105 -356
666 459 296
639 731 -371
787 515 495
17 612 -990
240 360 188
264 309 846
262 794 286
106 226 -772
116 341 -970
784 424 -235
832 785 -728
613 53 -659
748 574 -382
564 632 609
212 298 -526
504 692 955
400 303 -934
858 365 -42
283 114 283
22 131 167
742 362 -279
753 764 242
445 510 -142
705 289 -688
584 463 238
731 648 71
443 695 -674
388 329 -115
424 118 397
322 556 952
126 638 -976
139 241 466
385 160 758
446 341 309
517 400 524
414 838 -53
580 14 -262
657 569 -985
602 214 626
742 695 -296
11 395 917
116 862 -567
679 135 911
110 20 -579
141 856 552
79 346 603
609 734 493
691 187 243
847 419 531
488 486 -883
761 729 278
722 64 -5
237 82 -591
395 859 -541
469 198 -34
605 664 -134
660 835 -955
333 657 261
772 166 938
460 449 935
323 386 -3
510 69 -790
691 780 -545
726 229 644
327 734 -348
129 525 491
578 314 839
731 162 -664
200 137 -223
704 92 -787
215 334 -649
192 611 -538
223 284 953
203 417 -920
679 72 369
213 408 641
615 622 -991
391 533 973
151 715 676
371 466 -455
871 669 641
703 70 593
492 127 -86
134 447 -933
781 471 753
60 267 -190
154 724 547
554 370 714
317 71 -953
127 371 395
211 172 -477
438 229 -120
452 241 -903
53 244 -583
76 226 703
531 416 10
236 312 -909
167 340 253
128 174 201
291 10 -53
760 484 402
796 528 -877
7 794 -643
179 358 -364
440 270 -92
92 354 657
266 449 709
765 222 294
14 18 631
82 861 141
163 834 -698
1 336 760
418 163 -58
733 426 820
830 199 883
285 605 79
244 24 334
708 688 921
340 522 453
819 677 579
530 219 216
581 679 -187
274 487 407
446 698 385
145 623 618
386 780 971
41 826 -924
472 176 -447
574 760 -522
585 613 -349
765 165 -881
158 449 727
304 627 761
461 853 -477
74 101 563
395 539 -743
788 171 -439
121 413 -834
391 363 -508
217 507 716
333 854 -507
333 106 719
771 312 122
361 641 305
123 695 -783
485 679 755
225 54 271
219 650 392
782 659 630
206 118 408
490 103 -718
550 466 695
252 366 774
752 771 313
641 319 -123
322 531 721
173 700 509
277 503 -790
387 756 536
232 106 192
266 714 -975
305 523 50
425 211 -750
180 66 -388
732 56 -894
66 428 201
195 829 189
132 770 -978
369 707 -553
205 743 24
812 328 303
423 344 973
654 860 503
578 264 -988
256 594 -785
174 831 179
171 13 -527
722 463 -96
546 261 -195
333 203 31
699 775 -219
358 592 -574
305 383 -609
38 432 627
610 73 -88
694 740 -847
63 855 -392
675 141 -398
243 738 -646
784 577 -98
548 212 -209
410 338 716
232 247 -325
562 814 -258
630 779 -513
651 748 -798
346 668 84
587 309 -135
296 364 265
319 603 -838
284 88 982
474 667 -874
68 559 514
5 680 -925
426 867 -800
804 371 -435
513 706 202
50 652 737
592 67 -380
500 135 526
140 652 844
504 312 525
450 697 413
502 786 -902
830 113 70
327 679 -533
104 303 293
379 759 -99
68 410 785
686 701 557
704 858 539
298 684 -255
187 274 500
722 830 569
332 545 517
653 461 996
806 636 595
67 445 610
776 90 850
339 553 725
844 170 -331
269 123 255
834 839 -101
391 292 498
60 30 567
4 737 -756
723 639 722
684 639 196
143 854 -304
488 528 -26
752 85 924
470 683 140
72 796 995
451 831 575
223 279 904
574 361 361
160 279 980
532 173 -23
552 682 223
427 862 635
403 496 740
96 379 -583
840 731 -563
799 538 -670
474 773 -349
606 438 267
689 641 -716
329 613 -651
107 329 623
449 406 384
330 334 580
29 303 501
721 202 502
759 658 -829
692 20 253
845 553 -770
271 288 733
564 615 951
811 1 -133
294 724 -242
421 527 127
386 843 786
466 696 -851
223 505 939
279 751 548
61 598 -96
483 793 72
620 246 -332
833 844 95
272 376 -529
268 456 -108
256 536 373
38 648 -18
324 512 -984
400 18 -472
573 355 -129
318 241 -951
455 197 -50
560 67 522
656 140 -44
462 472 39
860 778 624
519 515 -308
407 408 377
341 776 -875
768 476 641
523 321 -814
838 808 -929
166 162 769
160 799 591
270 38 -670
780 553 -372
580 303 -971
291 320 155
86 135 949
257 719 -483
463 253 930
167 494 -527
855 619 -834
