801 2863
133 224 843
61 327 94
639 188 317
313 748 34
164 199 558
490 475 503
120 64 749
464 261 883
478 177 255
701 359 933
613 615 278
469 76 829
422 562 235
572 486 641
189 128 677
382 197 800
741 781 596
191 14 382
761 370 930
309 21 951
308 253 929
77 718 398
255 689 470
115 734 946
765 466 550
529 302 528
378 657 365
214 236 553
292 627 616
372 634 983
417 587 601
97 449 162
297 599 680
265 96 309
729 170 164
770 399 451
656 519 228
276 796 508
248 693 857
353 509 526
388 191 323
254 147 659
217 449 131
523 128 908
689 651 264
363 577 265
271 185 223
52 123 421
371 648 762
604 424 52
443 517 933
193 11 954
732 140 707
511 695 352
216 100 300
198 555 534
235 398 669
105 621 583
756 700 551
143 800 387
4 585 528
588 43 917
452 767 46
459 276 727
24 375 138
111 299 468
233 196 683
519 720 39
231 591 123
229 269 679
252 175 806
669 351 67
199 135 355
659 681 690
595 675 289
801 275 879
574 376 591
653 88 860
766 169 529
143 661 735
683 591 530
539 83 977
639 794 419
197 562 763
706 115 477
297 276 222
515 688 276
644 109 895
498 267 76
308 202 152
391 559 306
280 200 822
305 244 433
111 730 684
243 702 465
162 229 473
56 554 803
162 136 106
133 780 62
329 183 83
441 244 451
205 518 507
74 532 624
532 670 156
315 524 84
507 594 195
651 392 81
346 801 233
271 153 80
576 619 192
786 522 84
547 147 819
28 678 767
385 302 941
327 648 980
234 478 680
615 734 830
551 45 636
765 138 293
190 36 346
240 450 575
532 346 534
516 12 117
189 292 646
199 321 312
560 769 787
322 31 989
381 345 81
671 323 718
636 296 67
387 439 858
65 534 729
544 266 747
555 383 157
759 262 397
227 427 908
523 246 895
639 717 609
131 524 164
495 329 318
596 199 560
743 276 346
430 168 937
218 305 216
520 673 949
386 14 368
191 32 576
142 338 804
118 330 541
243 422 524
529 22 576
347 411 523
577 603 395
301 334 234
247 13 960
139 452 248
626 309 433
397 396 91
427 204 218
351 784 604
305 289 388
572 160 710
169 706 114
568 350 132
359 573 527
383 282 937
234 265 80
410 2 363
192 656 353
671 499 797
73 738 52
573 521 908
514 567 184
61 540 773
218 630 993
338 543 485
180 46 794
374 122 334
712 445 948
560 171 82
217 613 444
438 739 476
178 236 573
623 336 526
487 623 320
454 489 218
74 207 771
412 678 681
595 724 1000
9 706 140
593 217 978
128 478 788
644 686 181
49 759 881
592 616 135
303 572 871
137 551 837
541 310 874
116 298 739
548 376 178
210 243 149
550 149 891
3 142 833
148 403 883
444 777 772
745 489 294
213 621 423
210 416 631
534 745 516
247 584 944
413 528 71
444 296 115
466 136 882
675 241 187
253 236 988
324 732 700
260 733 666
736 681 28
329 347 646
20 415 322
389 203 751
483 283 240
493 273 349
628 133 439
346 119 46
46 681 774
703 500 104
265 786 319
297 126 186
164 99 219
311 249 762
86 691 391
346 405 732
786 427 296
679 584 277
563 144 771
662 138 879
309 116 295
385 513 267
590 97 50
350 120 211
568 118 932
243 111 937
385 626 803
762 571 277
518 786 295
560 122 278
298 176 783
316 103 926
73 256 809
73 105 841
458 734 841
8 210 266
666 681 632
412 778 189
437 493 736
508 248 911
587 653 864
528 96 401
721 676 522
436 536 854
629 40 695
645 219 533
65 208 658
515 268 355
454 390 141
472 781 872
521 571 181
787 283 314
321 177 691
650 42 532
510 784 156
137 537 221
714 687 485
756 332 320
114 384 3
290 565 719
18 316 141
671 370 215
626 200 356
720 225 323
697 659 934
224 491 853
381 228 4
280 780 202
617 88 389
242 789 535
496 422 816
505 759 611
616 582 317
759 760 985
217 446 103
787 348 181
15 652 935
333 456 536
215 277 64
217 634 777
743 413 41
56 1 658
618 446 720
87 156 446
770 674 55
127 530 13
482 762 785
36 241 387
181 351 578
787 342 464
489 765 517
705 240 581
499 516 470
31 217 197
119 325 799
416 386 678
550 300 979
36 560 291
202 453 463
785 237 471
242 437 493
479 71 582
734 206 748
57 350 20
107 64 341
740 135 224
581 201 340
633 60 905
791 150 347
700 545 753
160 345 324
249 44 990
539 791 643
763 458 727
635 209 141
123 470 495
477 92 228
259 703 992
705 62 431
541 730 925
398 642 168
381 33 840
719 739 79
119 620 463
451 609 447
395 403 156
629 787 255
355 300 870
374 380 411
126 503 987
543 458 979
658 629 131
466 214 752
582 733 478
310 684 10
128 464 515
102 528 464
233 583 756
625 484 765
555 137 919
585 51 891
56 161 981
66 176 276
97 500 158
38 611 111
104 109 466
89 585 657
282 259 400
661 327 244
668 732 86
142 127 674
109 439 811
379 740 55
639 775 99
454 381 346
450 118 381
101 76 994
527 39 146
677 601 243
514 236 876
496 278 937
21 53 902
102 724 483
704 421 112
156 331 524
88 156 570
798 181 334
48 28 478
331 89 1000
26 148 36
538 254 788
356 716 621
491 546 274
640 773 381
798 331 827
724 749 763
627 209 14
539 508 556
110 34 761
339 562 190
491 66 459
195 428 536
637 238 731
683 79 731
499 441 475
389 369 601
186 579 301
178 170 75
640 294 866
203 59 292
56 53 65
262 225 11
297 136 939
280 446 587
427 66 727
768 5 759
351 207 203
536 289 814
563 610 515
444 443 782
11 573 816
734 727 57
308 54 668
776 144 93
85 241 805
286 662 911
321 368 946
544 242 719
246 186 378
518 706 517
574 447 675
595 169 123
662 653 798
107 777 466
461 744 971
786 158 477
420 619 402
144 761 867
174 737 490
238 263 370
390 109 953
117 268 609
407 709 286
482 551 472
419 665 924
87 578 667
431 420 538
351 144 844
321 571 944
584 398 79
188 474 341
600 143 519
767 271 289
299 9 832
24 353 921
400 1 239
286 145 961
201 724 817
44 617 241
717 447 16
508 53 947
421 670 376
380 316 529
677 528 659
139 691 906
222 37 236
363 754 732
11 198 723
310 335 512
365 438 617
387 678 317
305 312 860
588 92 508
539 762 131
635 313 569
50 138 478
127 765 867
296 731 452
612 754 928
48 415 538
354 264 879
146 445 557
423 515 703
299 705 62
600 798 322
464 331 868
268 271 287
645 369 350
294 616 760
521 417 215
778 447 92
11 238 945
695 317 268
111 524 210
339 782 966
85 626 729
239 357 356
361 655 100
456 407 752
394 760 418
66 239 38
143 258 251
7 183 976
531 138 429
238 463 868
332 290 834
413 97 224
227 310 162
227 682 410
748 31 748
309 462 941
730 619 901
494 390 585
659 456 846
184 723 914
390 39 581
19 621 524
136 732 222
586 498 367
13 327 584
54 453 280
444 505 678
319 426 567
754 702 144
752 697 582
268 124 696
2 80 785
298 333 123
411 131 956
407 767 291
796 71 982
489 11 938
570 14 382
527 518 178
445 84 861
273 726 381
242 613 436
374 557 633
567 699 253
577 79 280
268 398 179
710 631 716
527 162 817
444 102 550
6 162 977
579 172 876
725 561 687
179 142 710
329 124 369
258 673 465
392 185 724
608 526 452
601 35 208
553 84 541
694 728 805
243 184 961
479 43 707
563 794 15
382 81 929
102 146 246
68 770 746
765 334 284
434 89 588
671 187 898
747 362 884
680 28 606
578 552 41
455 113 666
168 683 734
730 263 283
444 93 482
635 175 55
283 414 417
505 666 612
82 538 12
169 763 609
564 374 1000
125 687 613
264 397 973
123 118 456
329 251 874
516 106 302
658 114 225
386 223 356
124 19 595
456 109 958
770 404 873
403 427 323
53 135 947
388 47 652
278 240 471
614 218 428
364 158 363
360 150 292
628 537 129
234 40 265
559 546 353
616 394 885
609 321 243
526 177 383
61 375 325
78 353 442
240 577 253
391 691 533
329 732 673
640 242 420
689 645 617
657 144 97
239 317 789
449 551 146
219 686 353
709 221 350
132 361 550
650 381 593
178 107 719
470 9 107
428 240 997
793 669 408
553 333 246
525 251 866
277 553 585
241 42 557
123 279 698
329 158 57
647 790 418
94 618 910
765 17 181
463 25 438
211 683 530
631 194 316
507 299 136
358 268 117
470 546 84
635 474 735
760 747 915
41 170 482
284 141 648
375 561 246
329 226 244
734 322 282
33 544 856
242 182 194
272 385 203
561 576 496
609 532 35
606 326 852
774 25 910
83 223 551
584 239 200
232 466 940
373 514 440
728 526 12
452 97 443
554 727 765
234 110 572
313 611 637
524 656 766
164 530 852
33 245 916
614 475 13
590 466 820
8 208 822
168 696 738
567 613 526
749 528 510
51 776 946
157 596 517
137 752 916
579 551 145
250 76 684
470 180 741
322 383 255
443 499 4
667 510 578
556 524 196
791 362 952
552 241 387
325 556 939
765 500 929
92 151 802
745 173 6
725 763 763
473 784 554
784 722 847
483 543 592
559 213 82
681 717 346
686 326 440
43 221 721
389 158 424
791 315 688
278 372 206
13 739 902
240 249 866
191 697 341
280 517 744
442 381 763
468 26 519
212 380 723
657 340 348
532 481 874
4 472 231
474 361 303
689 188 580
199 236 557
343 279 155
11 749 642
330 544 903
673 249 88
723 284 732
756 328 87
753 28 917
105 349 848
764 79 73
232 129 498
570 801 57
402 228 250
412 235 528
583 105 392
677 32 982
297 204 560
120 716 152
299 522 637
360 282 89
763 289 726
425 16 170
698 581 701
459 131 148
190 158 816
326 777 480
143 532 978
577 252 150
19 755 614
548 102 269
282 90 931
573 348 335
572 613 956
479 517 196
675 477 311
441 311 233
733 466 845
766 174 196
426 224 512
466 527 578
278 688 825
304 380 333
730 120 206
138 357 848
674 367 651
301 23 670
350 40 410
617 316 415
132 395 217
64 570 433
747 714 983
486 253 734
196 57 234
764 717 212
586 323 982
343 86 947
451 553 820
175 91 880
426 369 628
161 659 663
343 7 894
553 229 441
109 148 256
331 759 812
108 125 655
143 388 32
599 129 137
76 329 461
554 200 794
597 744 848
278 193 437
5 31 752
422 17 854
32 575 375
550 704 65
161 422 579
286 302 733
103 80 280
159 211 583
341 180 632
660 274 562
216 255 687
790 41 970
377 536 517
411 221 261
701 154 687
166 175 155
177 720 900
501 150 963
110 369 399
187 462 685
542 25 499
197 147 403
693 382 557
766 9 459
140 165 135
308 289 105
232 320 29
105 657 8
118 694 597
102 139 908
776 736 348
177 479 254
531 441 213
265 103 272
620 574 987
749 473 769
106 220 818
370 207 866
648 449 249
584 676 797
304 397 593
584 424 555
3 646 476
744 47 600
312 406 904
420 552 432
294 253 438
680 132 166
719 597 547
405 765 835
720 119 864
178 14 793
407 408 70
245 473 276
477 28 645
239 755 571
680 227 915
532 101 198
366 17 237
119 57 394
736 72 714
548 494 666
4 193 261
231 448 884
694 260 667
243 436 985
507 688 131
356 588 645
447 595 562
76 130 376
619 224 932
261 646 474
9 177 992
592 371 146
265 363 920
253 126 338
727 3 42
641 201 564
759 34 199
315 611 694
324 448 530
328 287 973
697 145 331
164 293 577
677 51 277
248 117 250
498 77 750
345 703 657
185 215 939
462 471 256
527 790 693
76 618 608
55 562 338
262 466 113
668 422 964
59 219 248
178 594 683
356 151 861
348 150 892
737 295 352
236 546 160
715 527 568
644 160 788
712 468 175
434 641 822
233 689 894
686 82 532
254 210 831
716 129 587
107 261 917
194 453 779
675 674 765
368 216 383
53 671 821
466 392 874
163 35 308
220 462 502
524 123 31
796 134 707
150 371 640
473 329 122
369 230 311
758 662 546
555 99 423
138 647 952
759 430 217
157 136 240
335 420 88
605 801 470
394 320 220
387 477 427
582 356 248
383 396 676
154 791 67
225 548 68
395 358 561
444 747 603
315 752 33
801 328 837
467 442 608
271 5 465
373 244 986
299 296 38
384 772 912
479 74 73
240 133 953
20 207 598
33 375 520
235 526 718
448 50 298
593 658 227
253 611 725
277 735 116
201 504 679
370 375 659
128 323 932
502 46 457
711 705 632
738 661 220
104 186 404
546 346 280
686 309 934
73 385 383
272 328 176
768 123 895
179 250 766
665 10 58
691 450 227
764 585 747
778 550 284
582 427 219
556 150 546
740 186 682
249 468 648
83 112 559
453 798 485
104 551 996
350 694 497
220 414 669
706 147 733
539 271 451
732 472 743
271 776 7
233 478 146
534 661 939
326 34 198
651 472 913
786 617 317
337 43 75
99 367 596
101 722 636
40 137 983
380 653 11
94 433 392
367 735 350
680 382 562
334 423 594
505 324 203
116 750 871
765 367 451
412 480 216
278 743 710
698 44 838
512 417 828
396 308 23
126 293 497
159 537 977
124 778 83
239 98 998
153 566 107
21 419 877
549 8 123
473 482 934
690 307 497
316 171 754
142 644 142
618 435 765
55 657 334
593 753 677
431 199 603
312 628 392
89 466 38
564 398 667
134 459 884
551 112 919
172 744 705
472 68 849
330 299 604
227 40 438
437 305 862
352 613 956
150 384 919
712 299 655
610 44 994
363 276 54
229 133 806
55 30 260
451 11 66
716 115 871
125 485 190
273 661 104
392 88 820
539 134 470
722 142 937
520 372 712
688 646 652
237 101 422
700 267 230
173 161 888
503 653 259
615 397 197
341 312 550
728 8 904
179 26 124
621 333 556
427 17 410
424 573 470
563 245 269
500 551 823
291 237 659
79 760 490
133 800 946
592 61 671
498 448 111
701 416 487
472 506 101
344 107 345
748 757 277
441 50 754
166 479 61
603 170 754
769 752 251
782 525 817
428 524 834
56 713 396
736 397 630
786 660 859
99 132 1000
554 239 939
231 592 166
62 520 609
494 143 140
546 489 225
335 140 982
19 322 673
762 104 668
729 211 624
769 306 273
327 69 407
638 167 579
729 475 797
317 1 139
352 602 172
686 495 405
95 160 400
422 348 932
259 31 274
209 632 84
331 568 923
77 145 735
648 332 667
309 198 851
137 588 127
582 689 609
215 462 892
101 281 503
142 162 590
636 465 369
182 556 686
58 520 778
130 81 599
100 348 496
296 708 943
526 546 364
314 512 964
796 434 187
83 380 513
610 433 714
581 191 5
309 360 649
107 454 704
725 95 155
145 700 110
698 769 802
392 651 641
707 731 43
155 71 845
241 3 256
180 7 305
125 365 192
479 556 523
390 232 172
378 446 131
634 293 224
282 534 374
668 482 343
345 121 465
612 311 422
583 356 557
286 148 246
377 674 637
532 7 700
472 791 702
790 195 467
578 97 156
622 7 307
176 334 461
250 360 528
115 123 301
272 245 335
630 500 204
598 549 198
574 703 115
435 363 292
85 13 530
565 535 637
401 459 600
246 199 226
317 730 999
256 152 704
375 800 622
327 311 568
614 118 163
433 417 715
99 261 634
472 48 408
503 171 960
558 800 878
226 341 782
475 121 354
459 57 821
558 17 674
187 346 693
587 661 821
793 173 56
209 604 234
778 568 828
163 175 757
531 474 720
90 384 439
600 249 42
473 16 219
218 15 807
589 445 903
652 191 406
134 116 902
433 418 794
57 113 8
216 639 206
289 83 125
272 369 612
584 470 703
541 273 171
277 792 347
782 333 128
612 187 946
232 708 256
392 377 617
13 752 648
392 327 523
381 675 415
56 363 467
292 337 392
467 471 644
482 470 581
105 361 53
6 159 718
223 795 277
498 490 988
689 14 148
586 267 40
7 88 262
255 679 328
8 676 996
231 599 860
218 15 324
406 84 167
522 154 931
406 554 576
773 323 118
569 377 139
206 22 602
58 449 518
400 281 215
495 619 419
40 690 875
657 209 712
412 451 727
20 593 942
55 355 184
366 792 698
191 268 489
740 642 263
732 312 83
726 572 578
497 94 503
318 630 6
319 193 107
746 246 98
583 451 511
392 761 561
498 751 800
543 533 915
140 182 298
605 306 788
88 584 526
797 728 694
240 132 900
737 129 775
503 596 669
706 131 749
608 308 611
95 29 52
134 366 302
133 649 726
545 520 334
599 176 63
199 38 683
258 509 570
512 234 876
595 210 512
511 86 226
691 285 151
57 517 217
681 316 125
402 661 343
317 282 937
33 453 298
257 670 650
778 318 755
222 534 690
779 300 464
502 461 367
427 146 708
800 689 221
210 332 27
176 648 622
286 77 435
185 13 916
359 476 487
636 540 227
497 624 229
779 26 93
499 75 516
285 748 176
300 432 915
190 782 7
239 704 557
512 622 909
573 323 329
409 446 553
438 724 433
249 450 346
371 762 203
654 563 678
274 441 363
708 219 619
84 461 899
572 519 651
109 425 13
668 622 7
29 229 738
116 171 930
659 637 581
566 377 40
790 764 676
218 604 527
39 102 449
713 55 618
116 365 607
700 737 656
368 615 439
546 727 64
143 259 643
739 1 260
18 727 632
76 167 845
750 653 223
32 770 470
562 307 520
263 382 921
235 571 33
754 221 798
32 602 674
567 288 948
583 20 600
99 182 929
62 318 533
655 536 191
458 445 770
2 209 289
455 593 326
584 630 254
534 265 683
792 46 245
133 702 974
581 381 916
526 637 992
580 3 85
72 132 222
371 313 979
28 777 886
411 670 769
387 229 214
56 545 51
611 353 288
431 230 197
113 372 112
476 112 311
594 131 349
701 352 803
125 200 906
139 652 821
102 484 5
416 748 289
638 660 162
79 197 970
95 447 837
703 593 768
19 141 314
494 128 542
70 73 196
289 291 930
54 479 934
545 152 850
185 304 133
156 305 79
401 584 627
185 545 679
3 67 844
654 67 45
523 231 806
287 426 275
257 382 495
516 784 42
657 87 683
601 769 964
65 184 558
16 327 919
457 395 854
81 565 206
765 587 712
227 253 873
540 520 410
431 32 180
356 480 550
711 350 560
236 314 163
769 794 442
396 19 417
691 274 623
658 257 967
453 715 764
786 277 139
534 65 379
368 147 290
784 564 345
236 260 320
7 257 990
611 195 141
702 289 152
716 155 990
188 26 136
428 92 971
225 565 575
197 65 875
60 357 732
172 389 930
243 642 691
516 93 778
689 609 443
433 131 851
411 161 373
546 173 446
746 344 798
529 22 621
699 240 601
23 140 596
137 689 67
406 749 415
521 575 955
384 268 260
462 390 834
561 260 210
584 346 193
90 134 818
726 241 392
185 366 635
209 37 209
150 471 566
738 731 885
236 799 86
751 623 142
538 23 92
252 289 399
293 64 434
735 92 170
775 691 643
564 538 312
28 95 558
722 239 474
348 664 608
771 180 354
514 222 658
186 346 843
494 469 49
324 482 441
460 569 524
71 57 124
7 136 953
274 773 283
186 476 314
74 599 326
695 550 62
748 755 813
5 158 242
568 640 471
797 516 988
769 387 739
389 535 703
501 730 931
671 481 214
522 25 528
669 798 956
356 671 507
132 617 3
289 371 218
235 95 816
748 292 197
414 721 718
767 592 184
556 276 614
51 263 221
393 322 401
92 90 296
302 148 158
728 434 552
507 470 718
416 174 880
691 60 560
606 533 5
272 448 923
640 105 584
645 766 887
237 528 152
362 412 365
28 143 816
451 327 215
152 546 399
678 207 296
207 25 136
414 772 991
318 243 790
667 660 737
112 588 985
739 4 755
471 583 188
770 206 124
525 309 598
519 266 379
441 429 776
95 440 486
52 109 169
161 86 388
546 249 112
359 608 321
457 69 222
671 280 582
329 658 958
739 742 666
422 456 839
44 89 227
789 168 309
452 329 139
216 577 435
76 355 984
243 387 899
722 416 602
790 181 639
177 524 236
801 601 832
432 462 782
176 577 676
451 450 142
92 269 487
218 223 141
473 553 883
428 6 273
591 93 232
377 371 148
411 176 175
690 82 403
771 60 3
553 49 892
555 235 392
310 499 398
417 66 965
117 43 499
494 589 117
290 200 325
97 24 197
487 157 802
620 551 504
713 342 254
700 290 157
411 590 970
568 85 325
349 277 913
141 8 553
247 762 59
182 265 560
790 67 513
595 686 128
95 639 739
88 602 900
230 285 210
227 767 783
181 334 486
632 276 639
547 634 258
605 785 715
293 796 746
704 150 929
717 596 286
799 110 886
756 208 368
195 439 628
533 427 387
578 231 428
27 120 149
786 720 271
801 788 414
484 48 302
320 678 200
563 540 339
350 196 499
494 118 398
597 800 740
563 253 706
393 349 861
696 402 943
506 477 153
374 152 544
6 236 429
790 503 974
254 528 129
773 736 695
330 524 959
39 167 690
741 400 479
458 200 785
759 406 939
226 584 915
761 560 379
140 656 581
221 94 661
443 398 150
98 581 798
154 27 453
125 352 649
73 261 490
154 759 605
312 649 396
584 156 706
12 571 207
546 511 977
388 54 313
367 144 508
363 234 741
196 115 150
129 411 392
569 453 262
345 301 887
395 707 49
206 113 301
373 473 688
9 162 299
470 629 777
341 493 707
714 64 653
549 447 993
25 766 103
614 725 823
684 257 851
289 493 798
128 727 499
205 316 358
685 411 824
756 46 283
174 380 271
280 84 50
746 395 895
662 712 988
85 237 434
61 47 358
671 43 941
88 423 929
100 42 870
255 487 764
507 397 648
771 731 767
339 420 201
289 324 362
59 350 159
152 800 643
164 411 722
173 494 374
159 299 630
299 142 911
82 666 925
715 228 809
276 541 298
328 411 905
165 360 516
611 346 718
435 115 250
200 626 232
723 375 706
415 386 888
699 360 65
66 779 828
139 592 629
751 643 967
391 652 281
106 579 494
404 675 759
388 342 940
180 587 811
81 623 307
601 74 167
2 525 574
265 461 112
627 460 166
445 109 697
599 150 565
779 524 254
557 383 238
323 585 448
427 437 129
631 371 156
349 583 840
127 135 524
117 70 121
631 32 540
754 287 7
454 56 148
144 325 593
406 152 945
553 381 113
34 463 888
661 62 812
313 620 44
530 500 357
641 178 944
487 98 40
71 681 518
561 17 126
63 234 112
529 520 40
793 336 83
222 66 832
67 374 818
573 71 12
694 214 150
482 679 516
730 632 620
186 383 455
88 173 23
274 616 615
45 410 275
275 597 982
590 500 902
713 389 536
657 712 551
472 759 666
89 78 225
771 501 679
705 749 465
640 619 752
552 585 216
628 572 825
593 175 664
603 372 510
75 516 731
603 155 292
340 542 291
589 377 317
180 73 770
217 108 43
721 198 751
163 180 46
717 581 982
92 367 607
415 310 315
39 399 1
333 455 546
755 375 441
676 787 311
191 310 138
553 214 297
682 541 174
446 509 590
683 408 750
49 196 365
440 208 210
587 113 727
583 85 787
624 317 968
175 585 945
723 275 352
767 777 560
268 26 915
540 145 622
78 262 380
486 281 382
773 543 411
185 606 335
116 174 774
672 170 249
163 418 660
213 636 686
779 307 578
595 655 20
132 163 305
16 74 157
255 538 141
173 224 996
140 44 615
42 121 913
784 436 755
717 535 860
507 126 772
30 558 346
609 280 614
678 512 708
397 247 798
154 740 49
696 536 219
540 263 521
580 555 399
539 427 361
506 214 933
704 372 3
404 748 609
7 359 484
639 162 930
15 699 767
150 418 139
241 704 475
576 221 540
738 614 728
473 324 733
106 485 709
437 440 959
440 513 536
474 618 369
38 243 184
742 492 962
333 70 294
564 699 79
96 176 327
639 795 639
621 36 820
477 718 581
72 359 444
302 113 605
537 73 157
524 9 31
456 190 746
368 293 767
408 6 603
673 24 132
129 326 936
42 221 81
564 386 172
533 22 304
8 420 260
123 157 186
504 707 360
386 288 332
698 312 18
654 424 623
1 554 720
492 60 408
347 155 576
189 547 451
272 451 389
213 47 623
800 567 493
121 682 574
672 346 599
288 792 996
54 351 106
703 406 663
7 373 541
459 125 931
665 390 883
72 261 959
543 71 384
98 630 909
91 176 265
34 460 23
174 448 517
764 456 294
757 498 982
529 75 275
785 412 73
617 800 930
206 103 666
514 709 718
359 500 228
515 328 793
250 274 428
53 124 755
779 590 182
53 209 848
343 103 936
368 364 149
542 579 132
671 87 874
791 640 224
30 590 453
561 274 914
538 497 489
597 37 300
662 348 785
329 611 966
383 338 6
277 358 919
364 27 373
721 427 229
